Unit,,,,,,Sec,,,,V,C,MHz,dBm,mA,dBc/Hz,dBc/Hz,dBc/Hz,dBc/Hz,dBc/Hz,dBc/Hz,fs,,,Sec,,,
HighL,,,,,,,,,,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,,,,,,
PID-73,1,1,37,-34,1,9.614,12,,,3.29999995231628,0,2605.95581054688,-6.3612474822998,9.18907737731934,-77.3080902099609,-102.198600769043,-122.907447814941,-140.275863647461,-149.943893432617,-155.088333129883,58.5256423950195,1,2012_12_14 13:02:15,0.304, Sim-StriHandler-NA, PASS, Bin1
PID-74,1,1,20,-34,1,9.694,12,,,3.29999995231628,0,2607.44750976563,-6.17186302185059,9.45349407196045,-72.1139602661133,-97.889045715332,-118.591926574707,-136.998672485352,-147.625595092773,-154.634841918945,91.6692886352539,1,2012_12_14 13:02:25,0.353, Sim-StriHandler-NA, PASS, Bin1
PID-75,1,1,19,-34,1,9.679,12,,,3.29999995231628,0,2606.84228515625,-6.18021291732788,9.47449398040771,-76.2308044433594,-105.564094543457,-126.451644897461,-143.955657958984,-153.453643798828,-155.078186035156,38.3681297302246,1,2012_12_14 13:02:36,0.232, Sim-StriHandler-NA, PASS, Bin1
PID-76,1,1,2,-34,1,9.608,12,,,3.29999995231628,0,2605.30346679688,-6.08341688156128,9.70511531829834,-72.6517562866211,-102.983154296875,-123.926635742188,-142.578414916992,-151.027801513672,-155.726608276367,51.4701271057129,1,2012_12_14 13:02:46,0.34, Sim-StriHandler-NA, PASS, Bin1
PID-77,1,1,1,-34,1,9.65,12,,,3.29999995231628,0,2601.576171875,-6.82528537750244,9.8088207244873,-74.3696899414063,-107.39754486084,-129.314117431641,-144.848495483398,-151.883804321289,-159.720565795898,30.9657535552979,1,2012_12_14 13:02:56,0.255, Sim-StriHandler-NA, PASS, Bin1
PID-78,1,1,-16,-34,1,9.618,12,,,3.29999995231628,0,2604.32763671875,-6.56627220153809,9.58699703216553,-70.4753494262695,-100.94465637207,-123.611885070801,-141.287216186523,-151.575637817383,-153.601593017578,56.5383605957031,1,2012_12_14 13:03:06,0.318, Sim-StriHandler-NA, PASS, Bin1
PID-79,1,1,-17,-34,1,9.657,12,,,3.29999995231628,0,2606.78149414063,-6.14957851409912,9.58861637115479,-70.2662963867188,-102.486328125,-123.178421020508,-140.486602783203,-152.177536010742,-155.587463378906,54.7034492492676,1,2012_12_14 13:03:16,0.261, Sim-StriHandler-NA, PASS, Bin1
PID-80,1,1,-34,-34,1,9.711,12,,,3.29999995231628,0,2605.87036132813,-6.30565780639648,9.42569255828857,-77.7104797363281,-101.360313415527,-121.916618347168,-140.158111572266,-151.084075927734,-155.517349243164,64.5598068237305,1,2012_12_14 13:03:26,0.341, Sim-StriHandler-NA, PASS, Bin1
PID-81,1,1,-35,-34,1,9.7,12,,,3.29999995231628,0,2605.474609375,-6.157857837677,9.38169479370117,-78.9429321289063,-103.595054626465,-124.329780578613,-142.308654785156,-150.210556030273,-154.737976074219,48.5107307434082,1,2012_12_14 13:03:36,0.222, Sim-StriHandler-NA, PASS, Bin1
PID-82,1,1,-35,-33,1,9.688,12,,,3.29999995231628,0,2597.5546875,-5.90226072311401,9.36679553985596,-77.1171569824219,-100.459022521973,-121.370765686035,-139.218551635742,-149.237380981445,-153.586151123047,69.2739105224609,1,2012_12_14 13:03:46,0.227, Sim-StriHandler-NA, PASS, Bin1
PID-83,1,1,-34,-33,1,9.675,12,,,3.29999995231628,0,2606.16918945313,-6.3270153427124,9.39465236663818,-75.801513671875,-99.020637512207,-119.200416564941,-137.081756591797,-147.935012817383,-154.814437866211,87.4236297607422,1,2012_12_14 13:03:56,0.244, Sim-StriHandler-NA, PASS, Bin1
PID-84,1,1,-33,-33,1,9.655,12,,,3.29999995231628,0,2610.42578125,-7.01010841369629,9.47875881195068,-77.0662231445313,-101.712036132813,-121.815162658691,-140.321365356445,-150.352645874023,-155.608337402344,64.7249908447266,1,2012_12_14 13:04:06,0.253, Sim-StriHandler-NA, PASS, Bin1
PID-85,1,1,-29,-33,1,9.661,12,,,3.29999995231628,0,2596.36157226563,-6.06565422058105,9.34654998779297,-75.918830871582,-98.6046524047852,-119.144218444824,-137.268905639648,-147.371780395508,-153.336944580078,86.7826461791992,1,2012_12_14 13:04:16,0.258, Sim-StriHandler-NA, PASS, Bin1
PID-86,1,1,-28,-33,1,9.7,12,,,3.29999995231628,0,2606.40869140625,-6.18074935913086,9.44021415710449,-74.7256622314453,-100.163131713867,-120.649269104004,-138.205291748047,-148.436340332031,-156.082733154297,76.0252914428711,1,2012_12_14 13:04:26,0.22, Sim-StriHandler-NA, PASS, Bin1
PID-87,1,1,-27,-33,1,9.686,12,,,3.29999995231628,0,2609.93701171875,-6.72211498260498,9.34962844848633,-76.3217849731445,-102.284706115723,-122.790344238281,-140.966506958008,-150.298950195313,-155.755935668945,56.8818893432617,1,2012_12_14 13:04:37,0.229, Sim-StriHandler-NA, PASS, Bin1
PID-88,1,1,-23,-33,1,9.63,12,,,3.29999995231628,0,2599.1728515625,-5.85049575805664,9.54683399200439,-75.617073059082,-105.625701904297,-127.256813049316,-145.857467651367,-154.031936645508,-153.87532043457,36.8893127441406,1,2012_12_14 13:04:47,0.286, Sim-StriHandler-NA, PASS, Bin1
PID-89,1,1,-22,-33,1,9.657,12,,,3.29999995231628,0,2604.3984375,-6.61689418792725,9.5527172088623,-72.5548400878906,-95.7032775878906,-116.41162109375,-134.658966064453,-146.245239257813,-154.573913574219,121.163398742676,1,2012_12_14 13:04:57,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-90,1,1,-21,-33,1,9.645,12,,,3.29999995231628,0,2610.56176757813,-6.87062353134155,9.54991054534912,-73.61572265625,-101.637084960938,-122.359642028809,-140.306991577148,-151.352355957031,-155.21435546875,61.6988410949707,1,2012_12_14 13:05:07,0.265, Sim-StriHandler-NA, PASS, Bin1
PID-91,1,1,-17,-33,1,9.631,12,,,3.29999995231628,0,2598.23291015625,-5.88678449630737,9.57053279876709,-77.4752655029297,-106.059501647949,-128.586486816406,-145.723266601563,-155.482574462891,-155.59342956543,30.9830989837646,1,2012_12_14 13:05:17,0.288, Sim-StriHandler-NA, PASS, Bin1
PID-92,1,1,-16,-33,1,9.667,12,,,3.29999995231628,0,2603.916015625,-6.46527189254761,9.65280437469482,-73.699836730957,-101.085472106934,-126.30549621582,-144.729583740234,-152.714279174805,-156.741134643555,48.7153778076172,1,2012_12_14 13:05:27,0.252, Sim-StriHandler-NA, PASS, Bin1
PID-93,1,1,-15,-33,1,9.649,12,,,3.29999995231628,0,2605.69555664063,-7.23038143157959,9.65755462646484,-76.7197952270508,-101.001235961914,-121.502365112305,-139.800064086914,-150.931762695313,-153.697937011719,66.6398468017578,1,2012_12_14 13:05:37,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-94,1,1,-11,-33,1,9.672,12,,,3.29999995231628,0,2595.4970703125,-6.20859188079834,9.68708515167236,-74.3754653930664,-103.317169189453,-125.809242248535,-143.59521484375,-151.285568237305,-154.182601928711,44.1524925231934,1,2012_12_14 13:05:47,0.258, Sim-StriHandler-NA, PASS, Bin1
PID-95,1,1,-10,-33,1,9.657,12,,,3.29999995231628,0,2606.00463867188,-5.9441708946228,9.70894813537598,-72.0165863037109,-104.212432861328,-127.205001831055,-144.746963500977,-153.636413574219,-156.44026184082,40.4511222839355,1,2012_12_14 13:05:57,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-96,1,1,-9,-33,1,9.65,12,,,3.29999995231628,0,2610.36157226563,-6.5961861038208,9.71537303924561,-74.9694900512695,-107.804161071777,-129.880340576172,-149.907867431641,-153.154037475586,-155.802978515625,27.434720993042,1,2012_12_14 13:06:07,0.244, Sim-StriHandler-NA, PASS, Bin1
PID-97,1,1,-5,-33,1,9.649,12,,,3.29999995231628,0,2596.47778320313,-5.66288846969604,9.70959663391113,-76.4247055053711,-102.575660705566,-123.27693939209,-141.905349731445,-154.122406005859,-157.117202758789,55.5923957824707,1,2012_12_14 13:06:17,0.26, Sim-StriHandler-NA, PASS, Bin1
PID-98,1,1,-4,-33,1,9.669,12,,,3.29999995231628,0,2604.7060546875,-5.91461462020874,9.77680778503418,-72.4905471801758,-102.61882019043,-124.199180603027,-142.104064941406,-151.217376708984,-157.009460449219,51.5536804199219,1,2012_12_14 13:06:27,0.248, Sim-StriHandler-NA, PASS, Bin1
PID-99,1,1,-3,-33,1,9.665,12,,,3.29999995231628,0,2609.0888671875,-6.41979068756104,9.80288124084473,-73.2694473266602,-108.275657653809,-129.527206420898,-146.462905883789,-154.797103881836,-154.379898071289,27.6035594940186,1,2012_12_14 13:06:37,0.249, Sim-StriHandler-NA, PASS, Bin1
PID-100,1,1,1,-33,1,9.631,12,,,3.29999995231628,0,2596.01391601563,-5.70110696792603,9.81022357940674,-73.8020782470703,-101.04224395752,-122.019004821777,-140.218063354492,-153.675338745117,-155.302093505859,65.3014297485352,1,2012_12_14 13:06:47,0.289, Sim-StriHandler-NA, PASS, Bin1
PID-101,1,1,2,-33,1,9.67,12,,,3.29999995231628,0,2606.53076171875,-6.15241283416748,9.81081771850586,-72.7298202514648,-100.558769226074,-121.458152770996,-139.807235717773,-149.752899169922,-154.820465087891,66.8863525390625,1,2012_12_14 13:06:57,0.248, Sim-StriHandler-NA, PASS, Bin1
PID-102,1,1,3,-33,1,9.659,12,,,3.29999995231628,0,2610.1416015625,-6.74832529067993,9.92202568054199,-71.1781463623047,-98.0230560302734,-119.14599609375,-137.605606079102,-148.867431640625,-155.323287963867,90.1070251464844,1,2012_12_14 13:07:08,0.261, Sim-StriHandler-NA, PASS, Bin1
PID-103,1,1,7,-33,1,9.67,12,,,3.29999995231628,0,2599.13745117188,-5.83961433410645,9.77184009552002,-70.7109756469727,-93.7059326171875,-114.277526855469,-132.307678222656,-142.993316650391,-152.184188842773,154.966033935547,1,2012_12_14 13:07:18,0.247, Sim-StriHandler-NA, PASS, Bin1
PID-104,1,1,8,-33,1,9.647,12,,,3.29999995231628,0,2608.0380859375,-6.1289443397522,9.72298431396484,-70.3276519775391,-100.805961608887,-121.568824768066,-139.79443359375,-149.12174987793,-154.877365112305,67.2390594482422,1,2012_12_14 13:07:28,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-105,1,1,9,-33,1,9.694,12,,,3.29999995231628,0,2609.84375,-7.02408164978027,9.79149150848389,-73.8860168457031,-97.0783309936523,-117.530181884766,-136.181793212891,-147.875335693359,-154.445297241211,102.671394348145,1,2012_12_14 13:07:38,0.235, Sim-StriHandler-NA, PASS, Bin1
PID-106,1,1,13,-33,1,9.619,12,,,3.29999995231628,0,2597.36352539063,-5.7575573348999,9.65307331085205,-72.9896926879883,-99.351692199707,-119.635780334473,-137.668273925781,-147.749923706055,-154.348083496094,82.3302764892578,1,2012_12_14 13:07:48,0.305, Sim-StriHandler-NA, PASS, Bin1
PID-107,1,1,14,-33,1,9.648,12,,,3.29999995231628,0,2605.43774414063,-6.07566875457764,9.74436187744141,-73.9644775390625,-100.795066833496,-121.231101989746,-139.233093261719,-149.426849365234,-156.24446105957,69.6236724853516,1,2012_12_14 13:07:58,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-108,1,1,15,-33,1,9.696,12,,,3.29999995231628,0,2610.60571289063,-6.5845140838623,9.72913837432861,-72.1928634643555,-103.94181060791,-124.008178710938,-142.109283447266,-150.493942260742,-157.810440063477,50.357536315918,1,2012_12_14 13:08:08,0.232, Sim-StriHandler-NA, PASS, Bin1
PID-109,1,1,19,-33,1,9.66,12,,,3.29999995231628,0,2598.33837890625,-5.85277074813843,9.50002861022949,-73.6226806640625,-98.7633895874023,-118.951148986816,-136.934829711914,-147.601531982422,-153.520645141602,89.2088241577148,1,2012_12_14 13:08:18,0.259, Sim-StriHandler-NA, PASS, Bin1
PID-110,1,1,20,-33,1,9.688,12,,,3.29999995231628,0,2607.72900390625,-6.20220417022705,9.4753589630127,-72.3666610717773,-97.0871047973633,-117.109436035156,-135.274063110352,-146.403930664063,-155.083999633789,108.447998046875,1,2012_12_14 13:08:28,0.237, Sim-StriHandler-NA, PASS, Bin1
PID-111,1,1,21,-33,1,9.654,12,,,3.29999995231628,0,2611.2080078125,-6.86963981628418,9.42558288574219,-74.7433547973633,-105.892990112305,-127.044395446777,-145.491317749023,-154.08268737793,-155.393844604492,35.3828392028809,1,2012_12_14 13:08:38,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-112,1,1,25,-33,1,9.664,12,,,3.29999995231628,0,2592.40405273438,-6.30823034286499,9.41295146942139,-79.238525390625,-105.885314941406,-127.714210510254,-145.505661010742,-152.712783813477,-155.02717590332,35.5789070129395,1,2012_12_14 13:08:48,0.255, Sim-StriHandler-NA, PASS, Bin1
PID-113,1,1,26,-33,1,9.662,12,,,3.29999995231628,0,2603.40063476563,-6.54339069366455,9.31383609771729,-75.3677978515625,-104.301658630371,-126.076881408691,-145.358123779297,-150.5361328125,-158.423156738281,40.531551361084,1,2012_12_14 13:08:58,0.262, Sim-StriHandler-NA, PASS, Bin1
PID-114,1,1,27,-33,1,9.701,12,,,3.29999995231628,0,2608.00854492188,-7.16011947631836,9.39103317260742,-74.4728012084961,-107.457954406738,-128.479782104492,-146.683456420898,-154.665237426758,-156.053146362305,31.628080368042,1,2012_12_14 13:09:08,0.22, Sim-StriHandler-NA, PASS, Bin1
PID-115,1,1,31,-33,1,9.614,12,,,3.29999995231628,0,2597.21533203125,-5.9633039855957,9.14410877227783,-76.3765106201172,-101.812049865723,-122.824333190918,-140.881439208984,-150.872436523438,-153.759429931641,58.8732490539551,1,2012_12_14 13:09:18,0.282, Sim-StriHandler-NA, PASS, Bin1
PID-116,1,1,32,-33,1,9.649,12,,,3.29999995231628,0,2603.98486328125,-6.737203540802,9.34396076202393,-73.3942489624023,-98.8873596191406,-119.750617980957,-138.0419921875,-148.977478027344,-154.650970458984,81.9512481689453,1,2012_12_14 13:09:28,0.263, Sim-StriHandler-NA, PASS, Bin1
PID-117,1,1,33,-33,1,9.686,12,,,3.29999995231628,0,2610.02416992188,-7.28052658081055,9.27545356750488,-75.5757675170898,-98.7139587402344,-118.879104614258,-136.962951660156,-148.764419555664,-154.321090698242,92.0457916259766,1,2012_12_14 13:09:39,0.237, Sim-StriHandler-NA, PASS, Bin1
PID-118,1,1,37,-33,1,9.656,12,,,3.29999995231628,0,2597.69506835938,-5.95158761978149,9.2299976348877,-78.7044906616211,-106.095230102539,-128.3896484375,-145.883834838867,-153.343139648438,-155.973022460938,32.6337127685547,1,2012_12_14 13:09:49,0.257, Sim-StriHandler-NA, PASS, Bin1
PID-119,1,1,33,-32,1,9.633,12,,,3.29999995231628,0,2605.7109375,-6.48218530654907,9.26249694824219,-78.880989074707,-107.226417541504,-128.691192626953,-145.565200805664,-154.96728515625,-157.245895385742,31.0856533050537,1,2012_12_14 13:09:59,0.283, Sim-StriHandler-NA, PASS, Bin1
PID-120,1,1,27,-32,1,9.635,12,,,3.29999995231628,0,2604.28344726563,-6.50774234771729,9.30806064605713,-77.146354675293,-103.715103149414,-125.108177185059,-142.069793701172,-151.062545776367,-154.150726318359,46.6337356567383,1,2012_12_14 13:10:09,0.29, Sim-StriHandler-NA, PASS, Bin1
PID-121,1,1,21,-32,1,9.642,12,,,3.29999995231628,0,2603.94897460938,-6.72582096099854,9.54575347900391,-74.5235214233398,-99.4518203735352,-119.444511413574,-138.179580688477,-148.714385986328,-154.749740600586,83.486442565918,1,2012_12_14 13:10:19,0.279, Sim-StriHandler-NA, PASS, Bin1
PID-122,1,1,15,-32,1,9.654,12,,,3.29999995231628,0,2605.65551757813,-6.01907962799072,9.71056938171387,-74.9418182373047,-98.6696395874023,-119.019325256348,-137.21662902832,-148.108184814453,-155.085983276367,88.7938461303711,1,2012_12_14 13:10:29,0.269, Sim-StriHandler-NA, PASS, Bin1
PID-123,1,1,9,-32,1,9.651,12,,,3.29999995231628,0,2604.369140625,-6.4955739402771,9.83062934875488,-70.9273834228516,-100.775787353516,-121.288955688477,-139.233154296875,-149.748382568359,-156.186416625977,69.6988143920898,1,2012_12_14 13:10:39,0.271, Sim-StriHandler-NA, PASS, Bin1
PID-124,1,1,3,-32,1,9.655,12,,,3.29999995231628,0,2604.01831054688,-6.15018886566162,9.82668876647949,-71.1837310791016,-97.2482376098633,-117.465866088867,-135.664611816406,-146.67106628418,-155.531097412109,106.213485717773,1,2012_12_14 13:10:49,0.267, Sim-StriHandler-NA, PASS, Bin1
PID-125,1,1,-3,-32,1,9.663,12,,,3.29999995231628,0,2604.72778320313,-5.89296192169189,9.79224681854248,-72.3774032592773,-101.83780670166,-123.287048339844,-141.896728515625,-151.713104248047,-155.111083984375,55.3832206726074,1,2012_12_14 13:10:59,0.255, Sim-StriHandler-NA, PASS, Bin1
PID-126,1,1,-9,-32,1,9.627,12,,,3.29999995231628,0,2604.95458984375,-5.95045799255371,9.69205284118652,-71.6189117431641,-107.3984375,-129.061248779297,-148.472351074219,-154.200378417969,-156.524200439453,29.5828437805176,1,2012_12_14 13:11:09,0.306, Sim-StriHandler-NA, PASS, Bin1
PID-127,1,1,-15,-32,1,9.628,12,,,3.29999995231628,0,2602.29956054688,-6.45534557342529,9.58197784423828,-70.8582000732422,-101.233558654785,-127.257362365723,-146.164947509766,-153.998001098633,-155.240631103516,51.263843536377,1,2012_12_14 13:11:19,0.287, Sim-StriHandler-NA, PASS, Bin1
PID-128,1,1,-21,-32,1,9.616,12,,,3.29999995231628,0,2605.4716796875,-6.13791984558105,9.53997707366943,-71.8203964233398,-101.213714599609,-121.690063476563,-139.671325683594,-150.165603637695,-156.176193237305,66.8206787109375,1,2012_12_14 13:11:29,0.305, Sim-StriHandler-NA, PASS, Bin1
PID-129,1,1,-27,-32,1,9.617,12,,,3.29999995231628,0,2604.88208007813,-6.18324560165405,9.4161376953125,-73.8700485229492,-96.7474975585938,-117.306762695313,-135.543319702148,-146.618469238281,-153.39013671875,108.702293395996,1,2012_12_14 13:11:39,0.318, Sim-StriHandler-NA, PASS, Bin1
PID-130,1,1,-33,-32,1,9.622,12,,,3.29999995231628,0,2605.74755859375,-6.34748023986816,9.30908489227295,-76.2269973754883,-103.403175354004,-125.929710388184,-144.397048950195,-153.415496826172,-155.261520385742,44.2246131896973,1,2012_12_14 13:11:49,0.302, Sim-StriHandler-NA, PASS, Bin1
PID-131,1,1,-31,-29,1,9.619,12,,,3.29999995231628,0,2602.56616210938,-6.71494144439697,9.32052993774414,-73.9919052124023,-98.7254028320313,-119.602279663086,-137.596450805664,-148.604278564453,-154.660934448242,82.5534210205078,1,2012_12_14 13:11:59,0.3, Sim-StriHandler-NA, PASS, Bin1
PID-132,1,1,-19,-29,1,9.607,12,,,3.29999995231628,0,2605.86694335938,-6.04308980941772,9.68449306488037,-71.1481399536133,-101.752334594727,-122.802261352539,-140.491409301758,-151.398803710938,-154.632354736328,57.8917388916016,1,2012_12_14 13:12:10,0.346, Sim-StriHandler-NA, PASS, Bin1
PID-133,1,1,-13,-29,1,9.644,12,,,3.29999995231628,0,2531.5478515625,-13.4777292633057,10.0121259689331,-69.130989074707,-97.6049118041992,-119.943717956543,-138.069198608398,-149.391204833984,-150.961288452148,90.4196166992188,1,2012_12_14 13:12:20,0.281, Sim-StriHandler-NA, PASS, Bin1
PID-134,1,1,-1,-29,1,9.603,12,,,3.29999995231628,0,2603.7724609375,-5.85394710540771,9.78582286834717,-70.646614074707,-98.6999053955078,-119.17448425293,-137.239685058594,-147.380264282227,-154.468536376953,89.2732086181641,1,2012_12_14 13:12:30,0.316, Sim-StriHandler-NA, PASS, Bin1
PID-135,1,1,5,-29,1,9.666,12,,,3.29999995231628,0,2604.572265625,-5.99087375640869,9.81551361083984,-74.0841522216797,-106.560302734375,-128.152038574219,-146.52229309082,-153.84358215332,-154.955474853516,32.6591606140137,1,2012_12_14 13:12:40,0.256, Sim-StriHandler-NA, PASS, Bin1
PID-136,1,1,17,-29,1,9.592,12,,,3.29999995231628,0,2604.41528320313,-5.92568868637085,9.73799228668213,-73.190673828125,-100.15567779541,-121.470603942871,-139.426849365234,-149.023040771484,-156.844757080078,69.5250473022461,1,2012_12_14 13:12:50,0.33, Sim-StriHandler-NA, PASS, Bin1
PID-137,1,1,23,-29,1,9.654,12,,,3.29999995231628,0,3242.90625,-48.3020491027832,9.85724258422852,-70.2346572875977,-79.7185287475586,-91.4195251464844,-95.8703231811523,-101.161201477051,-106.909408569336,2669.98071289063,1,2012_12_14 13:13:00,0.261, Sim-StriHandler-NA, PASS, Bin1
PID-138,1,1,35,-29,1,9.627,12,,,3.29999995231628,0,2605.7421875,-6.33912509918213,9.25753021240234,-76.6285705566406,-99.3855133056641,-120.132858276367,-138.211166381836,-148.145950317383,-153.960647583008,78.8217468261719,1,2012_12_14 13:13:10,0.289, Sim-StriHandler-NA, PASS, Bin1
PID-139,1,1,33,-26,1,9.618,12,,,3.29999995231628,0,2597.61499023438,-6.07876438140869,9.20862007141113,-75.255012512207,-96.919319152832,-117.608436584473,-135.791656494141,-146.536529541016,-153.325256347656,103.252433776855,1,2012_12_14 13:13:20,0.324, Sim-StriHandler-NA, PASS, Bin1
PID-140,1,1,27,-26,1,9.615,12,,,3.29999995231628,0,2608.43383789063,-7.14861053466797,9.48960876464844,-75.5551834106445,-107.027954101563,-129.822830200195,-147.130752563477,-154.027984619141,-155.157440185547,28.2156276702881,1,2012_12_14 13:13:30,0.288, Sim-StriHandler-NA, PASS, Bin1
PID-141,1,1,26,-26,1,9.661,12,,,3.29999995231628,0,2603.53515625,-6.43366903305054,9.44113159179688,-74.2520217895508,-102.806259155273,-123.885665893555,-141.57682800293,-149.868911743164,-155.500244140625,53.0563163757324,1,2012_12_14 13:13:40,0.265, Sim-StriHandler-NA, PASS, Bin1
PID-142,1,1,25,-26,1,9.695,12,,,3.29999995231628,0,2594.48120117188,-6.23216051101685,9.47816562652588,-74.2611541748047,-99.1139450073242,-119.882820129395,-138.281143188477,-148.225204467773,-154.05647277832,79.9130630493164,1,2012_12_14 13:13:50,0.224, Sim-StriHandler-NA, PASS, Bin1
PID-143,1,1,15,-26,1,9.636,12,,,3.29999995231628,0,2596.33569335938,-5.64193719863892,9.72622394561768,-70.6982727050781,-94.4285125732422,-115.059303283691,-132.981063842773,-143.300415039063,-152.994094848633,142.002487182617,1,2012_12_14 13:14:00,0.287, Sim-StriHandler-NA, PASS, Bin1
PID-144,1,1,9,-26,1,9.638,12,,,3.29999995231628,0,2605.39965820313,-7.38229888916016,9.870361328125,-72.0175476074219,-97.3569793701172,-118.056655883789,-136.323379516602,-147.768188476563,-153.419296264648,100.08837890625,1,2012_12_14 13:14:10,0.282, Sim-StriHandler-NA, PASS, Bin1
PID-145,1,1,8,-26,1,9.665,12,,,3.29999995231628,0,3236.8330078125,-48.302117767334,10.3669109344482,-71.2364501953125,-85.4483489990234,-92.7715606689453,-96.032470703125,-104.367332458496,-104.584899902344,2298.13525390625,1,2012_12_14 13:14:20,0.246, Sim-StriHandler-NA, PASS, Bin1
PID-146,1,1,7,-26,1,9.66,12,,,3.29999995231628,0,2597.17993164063,-5.75068086624146,9.84542179107666,-74.1791076660156,-101.531120300293,-122.701850891113,-140.436996459961,-150.070266723633,-154.063827514648,59.4867134094238,1,2012_12_14 13:14:30,0.264, Sim-StriHandler-NA, PASS, Bin1
PID-147,1,1,-3,-26,1,9.634,12,,,3.29999995231628,0,2596.75366210938,-5.56801694869995,9.8340311050415,-67.6805419921875,-106.379837036133,-128.645965576172,-145.638214111328,-154.035278320313,-156.194076538086,32.3316993713379,1,2012_12_14 13:14:41,0.286, Sim-StriHandler-NA, PASS, Bin1
PID-148,1,1,-9,-26,1,9.634,12,,,3.29999995231628,0,2611.06005859375,-6.42671627044678,9.74312114715576,-73.7356719970703,-103.760444641113,-126.249160766602,-145.047836303711,-155.306610107422,-154.403228759766,43.7135429382324,1,2012_12_14 13:14:51,0.279, Sim-StriHandler-NA, PASS, Bin1
PID-149,1,1,-10,-26,1,9.661,12,,,3.29999995231628,0,2604.52563476563,-6.16080993652344,9.75067901611328,-65.6768493652344,-93.939582824707,-114.46639251709,-133.074554443359,-145.453903198242,-156.324111938477,149.963531494141,1,2012_12_14 13:15:01,0.261, Sim-StriHandler-NA, PASS, Bin1
PID-150,1,1,-11,-26,1,9.657,12,,,3.29999995231628,0,2596.65307617188,-5.65823978424072,9.71510124206543,-73.1817398071289,-104.499298095703,-127.618896484375,-145.132278442383,-152.198135375977,-155.980133056641,38.2648468017578,1,2012_12_14 13:15:11,0.26, Sim-StriHandler-NA, PASS, Bin1
PID-151,1,1,-21,-26,1,9.619,12,,,3.29999995231628,0,2596.75610351563,-5.77519124984741,9.65177917480469,-74.0469436645508,-102.199699401855,-123.800346374512,-142.259963989258,-150.821304321289,-154.901733398438,52.868049621582,1,2012_12_14 13:15:21,0.306, Sim-StriHandler-NA, PASS, Bin1
PID-152,1,1,-27,-26,1,9.611,12,,,3.29999995231628,0,2610.333984375,-6.67153400421143,9.56162452697754,-74.2070083618164,-101.725700378418,-121.959823608398,-139.874176025391,-150.637100219727,-155.178070068359,60.9721031188965,1,2012_12_14 13:15:31,0.322, Sim-StriHandler-NA, PASS, Bin1
PID-153,1,1,-28,-26,1,9.647,12,,,3.29999995231628,0,2605.908203125,-6.04119867324829,9.49230861663818,-76.2997055053711,-100.564964294434,-121.274139404297,-139.547668457031,-149.516525268555,-153.773391723633,69.8774948120117,1,2012_12_14 13:15:41,0.265, Sim-StriHandler-NA, PASS, Bin1
PID-154,1,1,-29,-26,1,9.688,12,,,3.29999995231628,0,2597.63916015625,-5.91733116149902,9.43967342376709,-72.5251007080078,-95.765754699707,-116.273345947266,-134.592727661133,-145.315643310547,-154.255737304688,120.931396484375,1,2012_12_14 13:15:51,0.233, Sim-StriHandler-NA, PASS, Bin1
PID-155,1,1,-27,-25,1,9.632,12,,,3.29999995231628,0,2605.05639648438,-6.02608770370483,9.44976902008057,-74.8780746459961,-100.57145690918,-121.189582824707,-139.215972900391,-150.213394165039,-153.551910400391,69.9969635009766,1,2012_12_14 13:16:01,0.292, Sim-StriHandler-NA, PASS, Bin1
PID-156,1,1,-21,-25,1,9.619,12,,,3.29999995231628,0,2605.82299804688,-6.01626962661743,9.66381740570068,-72.5836715698242,-98.8559875488281,-119.223655700684,-137.253829956055,-148.069793701172,-155.649536132813,87.5061874389648,1,2012_12_14 13:16:11,0.294, Sim-StriHandler-NA, PASS, Bin1
PID-157,1,1,-9,-25,1,9.593,12,,,3.29999995231628,0,2607.6044921875,-5.85379880905151,9.75494289398193,-72.8473052978516,-104.037040710449,-126.205444335938,-143.861892700195,-152.092346191406,-155.665725708008,42.6401214599609,1,2012_12_14 13:16:21,0.348, Sim-StriHandler-NA, PASS, Bin1
PID-158,1,1,-3,-25,1,9.653,12,,,3.29999995231628,0,2605.02026367188,-5.78133434295654,9.78609275817871,-72.9216003417969,-104.321296691895,-126.613616943359,-145.630889892578,-155.165924072266,-157.299468994141,39.7281265258789,1,2012_12_14 13:16:31,0.27, Sim-StriHandler-NA, PASS, Bin1
PID-159,1,1,9,-25,1,9.607,12,,,3.29999995231628,0,2601.69604492188,-6.40665334701538,9.89173984527588,-72.5359573364258,-102.793663024902,-124.785148620605,-143.092498779297,-152.479080200195,-155.066879272461,49.956241607666,1,2012_12_14 13:16:41,0.323, Sim-StriHandler-NA, PASS, Bin1
PID-160,1,1,15,-25,1,9.664,12,,,3.29999995231628,0,2605.07861328125,-5.81364959716797,9.76438999176025,-75.0525665283203,-104.417213439941,-125.5205078125,-143.493865966797,-152.507919311523,-154.651489257813,43.4096221923828,1,2012_12_14 13:16:51,0.257, Sim-StriHandler-NA, PASS, Bin1
